Requirement ID,Effective location,Group location,Ledger location,Links checked,Invalid links
KBDL-PRO-025,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-026,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-027,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-028,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-PRO-029,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",profiles.md#14-principles-mapping; profiles.md#20-core-component-mapping; profiles.md#21-system-component-mapping; profiles.md#22-content-and-communication-considerations; profiles.md#23-security-privacy-and-correctness; profiles.md#24-profile-conflicts-and-exception-handling; profiles.md#25-profile-adoption-and-change-management; profiles.md#8-profile-selection-and-declaration,None
KBDL-RSP-001,"responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",responsive.md#4-responsive-content-priority,None
KBDL-RSP-002,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",responsive.md#7-proposed-exact-breakpoint-thresholds,None
KBDL-RSP-003,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",responsive.md#7-proposed-exact-breakpoint-thresholds,None
KBDL-RSP-004,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",responsive.md#7-proposed-exact-breakpoint-thresholds,None
KBDL-RSP-005,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",responsive.md#7-proposed-exact-breakpoint-thresholds,None
KBDL-RSP-006,"responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",responsive.md#4-responsive-content-priority,None
KBDL-RSP-007,"responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",responsive.md#4-responsive-content-priority,None
KBDL-RSP-008,responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,responsive.md#13-navigation-adaptation,None
KBDL-RSP-009,responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,responsive.md#13-navigation-adaptation,None
KBDL-RSP-010,responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,responsive.md#13-navigation-adaptation,None
KBDL-RSP-011,responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,responsive.md#13-navigation-adaptation,None
KBDL-RSP-012,responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,responsive.md#13-navigation-adaptation,None
KBDL-RSP-013,"responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24",responsive.md#18-sticky-and-fixed-regions,None
KBDL-RSP-014,"responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24",responsive.md#18-sticky-and-fixed-regions,None
KBDL-RSP-015,"responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",responsive.md#4-responsive-content-priority,None
KBDL-RSP-016,"responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",responsive.md#4-responsive-content-priority,None
KBDL-RSP-017,"responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24",responsive.md#18-sticky-and-fixed-regions,None
KBDL-RSP-018,"responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24",responsive.md#18-sticky-and-fixed-regions,None
KBDL-RSP-019,"responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24",responsive.md#18-sticky-and-fixed-regions,None
KBDL-RSP-020,"responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",responsive.md#4-responsive-content-priority,None
KBDL-RSP-021,"responsive.md §26, §27","responsive.md §26, §27","responsive.md §26, §27",responsive.md#26-responsive-motion-behavior,None
KBDL-RSP-022,"responsive.md §26, §27","responsive.md §26, §27","responsive.md §26, §27",responsive.md#26-responsive-motion-behavior,None
KBDL-THM-001,themes/semantic-roles.md §1,themes/semantic-roles.md §1,themes/semantic-roles.md §1,themes/semantic-roles.md#1-semantic-role-inventory,None
KBDL-THM-002,themes/semantic-roles.md §2,themes/semantic-roles.md §2,themes/semantic-roles.md §2,themes/semantic-roles.md#2-semantic-parity,None
KBDL-THM-003,themes/README.md §5,themes/README.md §5,themes/README.md §5,themes/README.md#5-theme-selection-precedence,None
KBDL-THM-004,themes/README.md §7,themes/README.md §7,themes/README.md §7,themes/README.md#7-persistence-guidance,None
KBDL-THM-005,"themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8",themes/adaptation.md#12-projects-must-not; themes/README.md#8-project-profile-theme-interpretation,None
KBDL-THM-006,"themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8",themes/adaptation.md#12-projects-must-not; themes/README.md#8-project-profile-theme-interpretation,None
KBDL-THM-007,"themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8",themes/light-theme.md#1-canvas-and-surfaces; themes/dark-theme.md#1-elevation-strategy,None
KBDL-THM-008,"themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8",themes/light-theme.md#1-canvas-and-surfaces; themes/dark-theme.md#1-elevation-strategy,None
KBDL-THM-009,"themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6",themes/adaptation.md#5-status-family-theme-behavior,None
KBDL-THM-010,"themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6",themes/adaptation.md#5-status-family-theme-behavior,None
KBDL-THM-011,"themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6",themes/adaptation.md#5-status-family-theme-behavior,None
KBDL-THM-012,themes/adaptation.md §7,themes/adaptation.md §7,themes/adaptation.md §7,themes/adaptation.md#7-theme-transition-guidance,None
KBDL-THM-012a,themes/adaptation.md §7,themes/adaptation.md §7,themes/adaptation.md §7,themes/adaptation.md#7-theme-transition-guidance,None
KBDL-THM-013,themes/README.md §5,themes/README.md §5,themes/README.md §5,themes/README.md#5-theme-selection-precedence,None
KBDL-THM-014,"themes/adaptation.md §1.1, §1.3","themes/adaptation.md §1.1, §1.3","themes/adaptation.md §1.1, §1.3",themes/adaptation.md#1-project-controlled-adaptation,None
KBDL-THM-015,themes/adaptation.md §2,themes/adaptation.md §2,themes/adaptation.md §2,themes/adaptation.md#2-local-contrast-contexts,None
KBDL-VAL-001,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,validation.md#4-evidence-classification; validation.md#8-requirement-inventory; validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit; validation.md#11-validation-status-audit,None
KBDL-VAL-002,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,validation.md#4-evidence-classification; validation.md#8-requirement-inventory; validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit; validation.md#11-validation-status-audit,None
KBDL-VAL-003,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,validation.md#4-evidence-classification; validation.md#8-requirement-inventory; validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit; validation.md#11-validation-status-audit,None
KBDL-VAL-004,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,validation.md#4-evidence-classification; validation.md#8-requirement-inventory; validation.md#9-lifecycle-status-audit; validation.md#12-approved-authority-audit; validation.md#11-validation-status-audit,None
KBDL-VAL-005,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory; validation.md#15-traceability-audit; validation.md#16-cross-reference-and-documentation-integrity-audit; validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,None
KBDL-VAL-006,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory; validation.md#15-traceability-audit; validation.md#16-cross-reference-and-documentation-integrity-audit; validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,None
KBDL-VAL-007,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory; validation.md#15-traceability-audit; validation.md#16-cross-reference-and-documentation-integrity-audit; validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,None
KBDL-VAL-008,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,validation.md#13-decision-register-audit; validation.md#14-pending-and-deferred-inventory; validation.md#15-traceability-audit; validation.md#16-cross-reference-and-documentation-integrity-audit; validation.md#17-governance-and-conventions-audit; validation.md#28-security-privacy-correctness-and-data-integrity-audit,None
KBDL-VAL-009,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,validation.md#20-theme-audit; validation.md#29-implementation-dependent-validation-ledger; validation.md#30-project-specific-validation-ledger; validation.md#41-completion-and-approval-boundary,None
KBDL-VAL-010,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,validation.md#20-theme-audit; validation.md#29-implementation-dependent-validation-ledger; validation.md#30-project-specific-validation-ledger; validation.md#41-completion-and-approval-boundary,None
KBDL-VAL-011,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,validation.md#20-theme-audit; validation.md#29-implementation-dependent-validation-ledger; validation.md#30-project-specific-validation-ledger; validation.md#41-completion-and-approval-boundary,None
KBDL-VAL-012,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,009 → §20; 010 → §29; 011 → §30; 012 → §41,validation.md#20-theme-audit; validation.md#29-implementation-dependent-validation-ledger; validation.md#30-project-specific-validation-ledger; validation.md#41-completion-and-approval-boundary,None
